symbol,price,ram_raw,ram_score,exp_slope,ret_12_1,ret_3m,stoch_k,stoch_d,rsi,cci,wpr,atr,ma_score,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,rank_change,market,momentum_score,name,sector,ret_1w,weekly_exp_slope,weekly_rsi,vol_surge,price_vs_ema20,weekly_score
TEA.AX,8.229999542236328,2.181728184779184,1.731120610413332,5.327667999646114,1.0421344708776377,0.9693739707162827,100.0,99.2559636581929,86.14864951942532,121.13864061906332,-0.0,0.20133326848347982,4.0,1,1,1.0,1.0,1.4579406384156446,0.0,0,AU,84.21566693941126,Tasmea Limited,Industrials,0.1673757900109314,6358.109026448181,87.82052810376965,1.713217626888491,0.20033106184653393,97.75712041269786
ELS.AX,7.619999885559082,5.9272612193756595,3.680118708081779,3.373245738318701,5.386792779605404,0.3905109231819692,93.74999426878395,85.09614840884632,75.59523395602682,84.68039495887315,-6.250005731216054,0.24733333587646483,4.0,1,1,1.0,1.0,1.2005458139669922,-0.01677420831495713,0,AU,82.83651414892016,Elsight Limited,Technology,0.0013140278408982908,1671.76673446519,50.549436729757616,0.6610950173767259,0.1200133991831418,64.13036293727914
JGH.AX,0.08900000154972076,1.0136546700275506,1.1233104437001458,42.94594743806995,0.965517298964061,2.5600000089406967,100.0,94.55554521580666,81.39533715160971,108.02469910840009,-0.0,0.002933334559202194,4.0,1,1,1.0,1.0,1.4834153664766314,0.0,0,AU,82.11212013655913,Jade Gas Holdings Limited,Energy,0.034883703804777566,2021.8307830239394,63.636339006378364,1.3255705444825514,0.214655320880776,88.23073754340744
VMM.AX,3.5799999237060547,5.500876610171144,3.458248340222579,2.630978446024675,5.769231286509757,0.696682512651722,74.31192720752108,74.06545590291877,74.0540516855421,34.83591441591665,-25.68807279247892,0.12599999109903973,4.0,1,1,1.0,1.0,1.276764540628581,-0.07253885466305676,0,AU,82.01941188598032,Viridis Mining and Minerals Limited,Basic Materials,-0.04787235830152892,0.020827333045811785,29.54543853593593,1.2420054666970428,0.08735618982217774,57.16439938811353
SPL.AX,0.7549999952316284,6.273419053256242,3.860242859569598,4.408606748820247,7.0898878210467675,0.8641975136032884,100.0,99.18699257907572,97.67442053882051,97.81867374622027,-0.0,0.018999997774759927,4.0,1,1,1.0,1.0,0.9672083287197955,0.0,0,AU,79.7910281117345,Starpharma Holdings Limited,Healthcare,0.07857144012743134,112.48180343573691,92.30769936149669,0.9599422899126886,0.08483752314115,87.98158543455732
CBE.AX,0.3199999928474426,3.595909493000426,2.4669936234191887,1.381255269735038,3.891304208743888,0.6842105098048072,73.91304122477703,91.3043470749257,69.56521964478863,79.54544867872019,-26.08695877522297,0.016333329677581786,4.0,1,1,1.0,1.0,1.0899095989202048,-0.08571429057997104,0,AU,79.76505903461923,Cobre Limited,Basic Materials,0.18518511159920692,489.86896646500463,72.72726780126834,1.508686885288824,0.1494023161001823,94.2099940005048
GNP.AX,10.079999923706055,4.072906977856987,2.7152005360244136,1.6243590866079916,1.754800533248559,0.30768356635191507,75.32462063601369,66.23371529824806,55.62913719067977,63.99100704263944,-24.675379363986305,0.201333491007487,4.0,1,1,1.0,1.0,1.412934432966322,-0.018500538032010017,0,AU,78.34889188661695,GenusPlus Group Ltd,Industrials,0.06105262354800578,0.013885305591227732,73.77046489231307,0.799786734477068,0.03213794752020416,69.60393700608752
SIQ.AX,11.920000076293945,2.05771462006204,1.6665898214745458,1.5929870028779636,0.5609675585596212,0.45365857970211176,100.0,86.6666158040365,68.82352050201365,244.0722967060811,-0.0,0.12266674041748046,4.0,1,1,1.0,1.0,1.0533282878844037,0.0,0,AU,78.23177379074562,Smartgroup Corporation Ltd,Industrials,0.04653202080734764,0.29080785560714606,81.17640591007876,0.8495131376745132,0.06243402438574752,76.02349966664069
WBT.AX,7.550000190734863,1.5815543065042605,1.418818533185987,0.1503799101519965,1.4,0.5599173456013153,84.15300688834297,69.39890026928707,64.15584473490085,94.78207936647465,-15.846993111657028,0.2793333689371745,4.0,1,1,1.0,1.0,1.3518479512048587,-0.0369897903327594,0,AU,78.13936181987053,Weebit Nano Limited,Technology,0.041379336653084575,-0.007236737156667408,72.05882765429882,0.6276005888291541,0.13649984368744916,64.72815484800375
SKS.AX,8.600000381469727,6.351105814924763,3.9006673730653874,13.070156318811456,3.771159405803102,0.9589978685704237,53.65857700731742,63.61790337592013,62.460583814570676,8.668785755315175,-46.34142299268258,0.24399986267089843,4.0,1,1,1.0,1.0,1.1018136023613254,-0.0811965067397572,0,AU,77.13286236129368,SKS Technologies Group Limited,Industrials,-0.054945052641772074,0.4966498224851351,29.838674944163813,0.7144714299017849,0.028437114228340832,43.015171981130365
HCH.AX,2.0,2.9506225010617912,2.1312168172551793,0.022634738012841164,2.1504424405327622,0.24999998137354873,82.60870917307871,93.47826593990449,70.50360020726984,69.0246592104124,-17.3912908269213,0.04933331807454427,4.0,1,1,1.0,1.0,1.160662314020133,-0.03846150319251662,0,AU,76.72310086751412,Hot Chili Limited,Basic Materials,0.03092780464424627,52.41345404835556,63.63636363636363,2.0659613001431514,0.06741975802985833,88.42240716537071
GNG.AX,5.809999942779541,1.417568966440983,1.333488324407499,0.32026311643117883,0.6282442471929155,0.40677960818072423,77.95273905405269,87.1391009103835,70.94972111685388,41.85124605191909,-22.047260945947315,0.12599999109903973,4.0,1,1,1.0,1.0,1.279838428592751,-0.04597704479356479,0,AU,76.43799469813005,GR Engineering Services Limited,Basic Materials,-0.003430528505701913,7.384509337428118,48.148151418633546,0.8827546578599657,0.06281339851480938,65.52662783594452
EOS.AX,10.970000267028809,2.731946783072345,2.017428324554399,0.4311308205274224,2.9733331468370228,0.10696270796548069,70.34483106373482,76.16857978833256,65.24823059600855,52.17747550127716,-29.655168936265184,0.47000001271565756,4.0,1,1,1.0,1.0,1.1473052124554057,-0.10522022330913783,0,AU,75.52553975638679,Electro Optic Systems Holdings Limited,Industrials,-0.014375547687956791,2506.0574118373606,47.101452280007045,1.1753224484090918,0.0845025144200473,72.63395862918134
CCL.AX,4.949999809265137,1.5891739288997593,1.4227834240083634,0.6407378621404373,0.6136974338799359,0.18421052931778625,100.0,100.0,77.46479629974137,129.62943059712885,-0.0,0.04733330408732096,4.0,1,1,1.0,1.0,1.0127822666961588,0.0,0,AU,75.1226149596267,CUSCAL LTD FPO [CCL],Technology,0.031249919285380123,0.9386288880652106,,0.8399662447357342,0.03905168916012558,69.23111690486613
