symbol,price,ram_raw,exp_slope,ret_12_1,ret_3m,stoch_k,rsi,cci,wpr,ma_score,stoch_d,atr,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,ret_1w,weekly_exp_slope,weekly_rsi,vol_surge,price_vs_ema20,ram_score,rank_ram_score,rank_exp_slope,rank_ret_12_1,rank_ret_3m,rank_stoch_k,rank_rsi,rank_cci,rank_wpr,rank_ma_score,rank_vol_ratio,momentum_score,weekly_rank_ret_1w,weekly_rank_weekly_exp_slope,weekly_rank_weekly_rsi,weekly_rank_vol_surge,weekly_rank_price_vs_ema20,weekly_score,market,rank_change,weekly_rank_change,name,sector
TEA.AX,8.229999542236328,2.1817282586388176,5.327667999646114,1.0421344708776377,0.9693739707162827,100.0,86.14864951942532,121.13864061906332,-0.0,4.0,99.2559636581929,0.20133326848347982,1,1,1.0,1.0,1.4579406384156446,0.0,0.1673757900109314,6358.109026448181,87.82052810376965,1.713217626888491,0.2003310618465335,1.7200835382850204,87.47300215982722,98.08510638297872,90.49676025917927,98.61995753715499,93.18181818181817,99.15433403805497,87.52642706131078,6.923890063424948,84.93657505285412,97.45222929936305,84.38501000359662,99.47145877378436,99.6828752642706,96.75324675324676,93.96186440677965,99.89429175475686,97.95274739056765,AU,0.0,-1.0,Tasmea Limited,Industrials
ELS.AX,7.619999885559082,5.9272612193756595,3.373245738318701,5.386792779605404,0.3905109231819692,93.74999426878395,75.59523395602682,84.68039495887315,-6.250005731216054,4.0,85.09614840884632,0.24733333587646483,1,1,1.0,1.0,1.2005458139669922,-0.01677420831495713,0.0013140278408982908,1671.76673446519,50.549436729757616,0.6610950173767259,0.1200133991831418,3.6340067853052958,98.59611231101512,97.3404255319149,98.92008639308855,93.31210191082803,82.24101479915433,92.7061310782241,78.01268498942918,17.864693446088793,84.93657505285412,83.7579617834395,82.76877872960365,53.276955602537,99.04862579281183,53.896103896103895,7.944915254237288,98.73150105708245,62.5796203205545,AU,0.0,-187.0,Elsight Limited,Technology
VMM.AX,3.5799999237060547,5.500876610171144,2.630978446024675,5.769231286509757,0.696682512651722,74.31192720752108,74.0540516855421,34.83591441591665,-25.68807279247892,4.0,74.06545590291877,0.12599999109903973,1,1,1.0,1.0,1.276764540628581,-0.07253885466305676,-0.04787235830152892,0.020827333045811785,29.54543853593593,1.2420054666970428,0.08735618982217774,3.4161292698000962,98.38012958963283,96.59574468085106,99.13606911447084,97.66454352441613,66.8076109936575,91.01479915433404,60.46511627906976,33.298097251585624,84.93657505285412,91.40127388535032,81.96999595262221,15.327695560253698,61.20507399577168,25.541125541125542,79.87288135593221,97.46300211416491,55.881955713449614,AU,0.0,-274.0,Viridis Mining and Minerals Limited,Basic Materials
SIQ.AX,11.920000076293945,2.05771462006204,1.5929870028779636,0.5609675585596212,0.45365857970211176,100.0,68.82352050201365,244.0722967060811,-0.0,4.0,86.66661580403648,0.12266674041748046,1,1,1.0,1.0,1.0533282878844037,0.0,0.04653202080734764,0.29080785560714606,81.17640591007876,0.8495131376745132,0.06243402438574752,1.6567140289767988,86.06911447084234,93.82978723404256,83.36933045356372,95.01061571125265,93.18181818181817,83.08668076109936,99.6828752642706,6.923890063424948,84.93657505285412,56.90021231422505,78.29908995073934,89.21775898520085,71.56448202959831,91.88311688311688,31.25,93.97463002114165,75.57799758381154,AU,0.0,-67.0,Smartgroup Corporation Ltd,Industrials
GNP.AX,10.079999923706055,4.072906977856987,1.6243590866079916,1.754800533248559,0.30768356635191507,75.32462063601369,55.62913719067977,63.99100704263944,-24.675379363986305,4.0,66.23371529824806,0.201333491007487,1,1,1.0,1.0,1.412934432966322,-0.018500538032010017,0.06105262354800578,0.013885305591227732,73.77046489231307,0.799786734477068,0.03213794752020416,2.6864535990812874,96.00431965442765,94.04255319148936,95.35637149028078,90.97664543524417,68.49894291754757,53.38266384778013,71.1416490486258,31.606765327695562,84.93657505285412,96.81528662420382,78.27617725901489,94.18604651162791,60.14799154334038,85.60606060606061,23.728813559322035,81.3953488372093,69.01285221151204,AU,0.0,-125.0,GenusPlus Group Ltd,Industrials
WBT.AX,7.550000190734863,1.5815543065042605,0.1503799101519965,1.4,0.5599173456013153,84.15300688834297,64.15584473490085,94.78207936647465,-15.846993111657028,4.0,69.39890026928707,0.2793333689371745,1,1,1.0,1.0,1.3518479512048587,-0.0369897903327594,0.041379336653084575,-0.007236737156667408,72.05882765429882,0.6276005888291541,0.13649984368744916,1.4134017145532152,79.91360691144709,75.95744680851064,93.41252699784017,96.81528662420382,75.47568710359408,73.89006342494714,81.3953488372093,24.63002114164905,84.93657505285412,94.37367303609342,78.0800235938349,86.1522198731501,45.66596194503171,83.33333333333334,5.932203389830509,98.94291754756871,64.00532721778288,AU,0.0,-174.0,Weebit Nano Limited,Technology
SKS.AX,8.600000381469727,6.351105814924763,13.070156318811456,3.771159405803102,0.9589978685704237,53.65857700731742,62.460583814570676,8.668785755315175,-46.34142299268258,4.0,63.61790337592013,0.24399986267089843,1,1,1.0,1.0,1.1018136023613254,-0.0811965067397572,-0.054945052641772074,0.4966498224851351,29.838674944163813,0.7144714299017849,0.028437114228340832,3.8505863837359957,99.0280777537797,99.14893617021276,97.73218142548596,98.40764331210191,49.78858350951374,70.29598308668076,50.84566596194503,50.317124735729394,84.93657505285412,68.68365180467092,76.91844228129743,13.530655391120508,74.94714587737845,25.97402597402597,12.711864406779661,78.75264270613108,41.18326687108713,AU,0.0,-438.0,SKS Technologies Group Limited,Industrials
EOS.AX,10.970000267028809,2.731946783072345,0.4311308205274224,2.9733331468370228,0.10696270796548069,70.34483106373482,65.24823059600855,52.17747550127716,-29.655168936265184,4.0,76.16857978833256,0.47000001271565756,1,1,1.0,1.0,1.1473052124554057,-0.10522022330913783,-0.014375547687956791,2506.0574118373606,47.101452280007045,1.1753224484090918,0.0845025144200473,2.0012387265836047,91.792656587473,84.14893617021276,96.97624190064795,74.73460721868365,63.63636363636363,76.53276955602537,67.23044397463002,36.469344608879496,84.93657505285412,76.64543524416136,75.31033739499313,37.63213530655391,99.36575052854123,49.134199134199136,74.78813559322035,97.14587737843551,71.61321958819002,AU,0.0,-98.0,Electro Optic Systems Holdings Limited,Industrials
CCL.AX,4.949999809265137,1.5891741065775749,0.6407378621404373,0.6136974338799359,0.18421052931778625,100.0,77.46479629974137,129.62943059712885,-0.0,4.0,100.0,0.04733330408732096,1,1,1.0,1.0,1.0127822666961588,0.0,0.031249919285380123,0.9386288880652106,,0.8399662447357342,0.03905168916012558,1.4172953426832677,80.02159827213823,87.55319148936171,84.44924406047517,82.90870488322717,93.18181818181817,94.29175475687104,89.64059196617336,6.923890063424948,84.93657505285412,45.75371549893843,74.96610842252822,79.49260042283298,78.96405919661733,,29.23728813559322,86.89217758985201,68.64653133622389,AU,0.0,-127.0,CUSCAL LTD FPO [CCL],Technology
DNL.AX,3.8499999046325684,1.1204294034725797,0.0870381411106084,0.28577872263571047,0.13569315206301336,100.0,70.68965021126758,144.7154244614327,-0.0,4.0,92.98246494620527,0.04400002161661784,1,1,1.0,1.0,1.2878535768230017,0.0,0.023936147446166123,0.16123054610140836,68.0,3.7873997093170986,0.05110985828723802,1.1777723178975568,70.41036717062636,71.80851063829788,66.84665226781857,77.49469214437367,93.18181818181817,86.78646934460888,92.7061310782241,6.923890063424948,84.93657505285412,91.93205944798302,74.30271653900297,75.05285412262155,69.66173361522199,78.67965367965368,99.57627118644068,91.64904862579282,82.92391224594614,AU,0.0,-36.0,Dyno Nobel Limited,Basic Materials
SRG.AX,3.819999933242798,2.320157203941213,0.13275338092770117,1.0875534785767305,0.4308315174346369,100.0,89.69072925131142,130.8080671855522,-0.0,4.0,100.0,0.0713333288828532,1,1,1.0,1.0,0.8864452541018916,0.0,0.21656044764984972,1725.3196743122996,,2.2038592552074023,0.1633107042673574,1.7908190996195632,88.44492440604752,74.8936170212766,90.8207343412527,94.16135881104034,93.18181818181817,99.78858350951374,90.27484143763213,6.923890063424948,84.93657505285412,18.365180467091292,74.17915232919515,99.6828752642706,99.15433403805497,,97.77542372881356,99.2600422832981,98.96816882860931,AU,0.0,-1.0,SRG Global Limited,Industrials
SXE.AX,4.170000076293945,3.890550999894319,2.415438537989423,1.5919231079258087,0.4602079360048943,78.7234258414273,55.963309775820846,73.84960894882352,-21.276574158572693,4.0,86.84720583720684,0.08133331934611003,1,1,1.0,1.0,1.007180137907235,-0.023419181517389642,0.024570000101928224,4.3804787096237705,60.0,0.7587487311465639,0.0332584240807452,2.5932718412074474,95.78833693304536,96.17021276595744,94.49244060475162,95.22292993630573,71.03594080338267,54.22832980972516,74.20718816067652,29.069767441860467,84.93657505285412,44.37367303609342,73.95253945446527,75.36997885835095,88.79492600422833,68.07359307359307,17.690677966101696,82.76955602536998,66.5397463855288,AU,0.0,-148.0,Southern Cross Electrical Engineering Limited,Industrials
AYA.AX,4.789999961853027,5.251438300624292,1.8957301200108558,4.8169933235005145,0.4088234786756326,56.756784621610265,49.25373187440106,52.64960030048049,-43.243215378389735,4.0,41.70980600444995,0.10533332824707031,1,1,1.0,1.0,1.0649787467872964,-0.05522686397002563,-0.03232320274288303,0.04972273528490628,30.952402577644975,1.5817090269111556,0.02597827567940314,3.2886692302426703,98.0561555075594,95.2127659574468,98.27213822894169,93.84288747346072,53.06553911205074,39.112050739957716,67.33615221987314,47.040169133192386,84.93657505285412,59.97876857749469,73.68532020028314,24.841437632135307,63.63636363636363,27.5974025974026,91.94915254237289,76.63847780126851,56.93256684190858,AU,0.0,-256.0,Artrya Limited,Healthcare
ABB.AX,5.639999866485596,0.812173409971631,0.41494064892806654,0.29838126953939037,0.13480887416055798,84.61539872299336,64.39393419426574,94.2794844075645,-15.384601277006636,4.0,91.02564925507947,0.09666659037272135,1,1,1.0,1.0,1.2479009009072857,-0.0693703589733341,0.05027932712858951,7.625357132388602,70.76925672726419,2.1641427273288163,0.03691902872479891,1.0202571342963604,62.31101511879049,83.93617021276596,68.03455723542116,77.38853503184714,76.42706131078224,74.1014799154334,81.28964059196618,23.678646934460886,84.93657505285412,88.21656050955414,72.03202419138758,91.33192389006342,91.75475687103594,81.06060606060606,97.45762711864407,85.41226215644821,89.40343521935952,AU,0.0,-8.0,Aussie Broadband Limited,Communication Services
EIQ.AX,1.2899999618530273,4.434230118170479,19.043976704541734,3.6363635747885894,0.767123189243599,70.2702667871647,67.532466728222,-10.903464205771906,-29.729733212835296,4.0,77.80939873235644,0.05999999841054281,1,1,1.0,1.0,0.8830129335478072,-0.07857144012743134,-0.044444489577178836,7.765681526685565e-06,24.999975164732334,0.9516362206021355,0.03503082057981355,2.871085469947621,96.43628509719223,99.36170212765958,97.62419006479482,98.08917197452229,63.530655391120504,80.86680761099366,44.291754756871036,36.57505285412262,84.93657505285412,17.51592356687898,71.92281184970098,17.441860465116278,51.79704016913319,19.913419913419915,49.25847457627119,84.03805496828753,44.48977001844562,AU,0.0,-398.0,Echo IQ Limited,Healthcare
