symbol,price,ram_raw,ram_score,exp_slope,ret_12_1,ret_3m,stoch_k,stoch_d,rsi,cci,wpr,atr,ma_score,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,rank_change,market,momentum_score,name,sector
EVZ.AX,0.7350000143051147,3.887871972674649,3.2585069038643195,12.394066762874994,2.4763436933848038,1.6687499411603728,100.0,100.0,85.45453954334178,118.7165872671177,-0.0,0.019000001748402915,4.0,1,1,1.0,1.0,1.4939890112125236,0.0,,AU,85.82684307924701,EVZ Limited,Industrials
TEA.AX,8.229999542236328,2.181728184779184,2.107209433459318,5.327667999646114,1.0421344708776377,0.9693739707162827,100.0,99.2559636581929,86.14864951942532,121.13864061906332,-0.0,0.20133326848347982,4.0,1,1,1.0,1.0,1.4579406384156446,0.0,,AU,84.29879553032448,Tasmea Limited,Industrials
DSM.AX,0.49000000953674316,,,0.5320182707390146,,0.8148147780218258,100.0,100.0,88.23528896153643,173.73494021125504,-0.0,0.012000000476837159,4.0,1,1,1.0,1.0,1.6359135190663885,,,AU,83.3235452645719,DESERT MIN FPO [DSM],Basic Materials
GXH.NZ,2.059999942779541,1.7861979325954223,1.8403075568188259,0.3602239565356959,0.9671752964068978,0.8080371473232877,100.0,100.0,87.50600130280709,125.27843880576496,-0.0,0.05553332169850667,4.0,1,1,1.0,1.0,1.6886530406493927,0.0,,NZ,83.31501665120537,Green Cross Health Limited,Healthcare
RMI.AX,0.0820000022649765,1.776471931577338,1.833744498975331,19.553397096416987,2.0000000980339583,1.6451614066167646,80.95238264185458,84.95513593685386,80.6451527620855,52.41546980034445,-19.047617358145416,0.0024666671951611837,4.0,1,1,1.0,1.0,1.5753392141107847,-0.046511633951255016,,AU,83.21014917598787,Resource Minerals International Ltd,Basic Materials
ELS.AX,7.619999885559082,5.9272612193756595,4.0,3.373245738318701,5.386792779605404,0.3905109231819692,93.74999426878395,85.09614840884632,75.59523395602682,84.68039495887315,-6.250005731216054,0.24733333587646483,4.0,1,1,1.0,1.0,1.2005458139669922,-0.01677420831495713,,AU,82.91182617745405,Elsight Limited,Technology
JGH.AX,0.08900000154972076,1.0136546700275506,1.3189991475962188,42.94594743806995,0.965517298964061,2.5600000089406967,100.0,94.55554521580666,81.39533715160971,108.02469910840009,-0.0,0.002933334559202194,4.0,1,1,1.0,1.0,1.4834153664766314,0.0,,AU,82.39661861668057,Jade Gas Holdings Limited,Energy
VMM.AX,3.5799999237060547,5.500876610171144,4.0,2.630978446024675,5.769231286509757,0.696682512651722,74.31192720752108,74.06545590291877,74.0540516855421,34.83591441591665,-25.68807279247892,0.12599999109903973,4.0,1,1,1.0,1.0,1.276764540628581,-0.07253885466305676,,AU,82.23114737623979,Viridis Mining and Minerals Limited,Basic Materials
CNQ.AX,0.5600000023841858,1.6590866024769881,1.75453345391881,0.5341435227595955,1.5000000931322597,0.31764702747437457,93.93939941273166,93.93939941273167,80.85106814700941,130.22077277591555,-6.060600587268339,0.017333332697550455,4.0,1,1,1.0,1.0,1.3059816675973206,-0.050847411395418596,,AU,82.14872326858128,Clean TeQ Water Limited,Utilities
DELL,394.3900146484375,1.6670719982110938,1.7599219598431546,22.73502757500989,1.0906037381569549,1.700780409654986,68.97703608435789,76.8299396802709,74.5063381098308,49.04445579506835,-31.022963915642112,21.122665405273438,4.0,1,1,1.0,1.0,1.372365382043686,-0.15359682830954058,-8.0,US,81.41001460808316,Dell Technologies Inc.,Technology
HPE,49.20000076293945,1.470250630238865,1.6271078648789836,4.916029647404577,0.7146031848104433,1.343457195266856,70.46323843281942,85.25286511617803,74.63280333405433,64.25651103905108,-29.536761567180573,2.247333780924479,4.0,1,1,1.0,1.0,1.5573636137102338,-0.12377561129248194,-10.0,US,81.38751910007964,Hewlett Packard Enterprise Company,Technology
