symbol,price,ram_raw,exp_slope,ret_12_1,ret_3m,stoch_k,rsi,cci,wpr,ma_score,stoch_d,atr,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,ram_score,rank_ram_score,rank_exp_slope,rank_ret_12_1,rank_ret_3m,rank_stoch_k,rank_rsi,rank_cci,rank_wpr,rank_ma_score,rank_vol_ratio,momentum_score,market,rank_change,name,sector
TEA.AX,8.229999542236328,2.181728184779184,5.327667999646114,1.0421344708776377,0.9693739707162827,100.0,86.14864951942532,121.13864061906332,-0.0,4.0,99.2559636581929,0.20133326848347982,1,1,1.0,1.0,1.4579406384156446,0.0,1.731120610413332,87.22627737226277,97.94275491949911,88.77737226277372,98.48214285714286,93.36598397150489,99.10952804986643,88.06767586821015,6.723063223508459,85.67615658362989,96.78571428571429,84.21566693941126,AU,,Tasmea Limited,Industrials
ELS.AX,7.619999885559082,5.9272612193756595,3.373245738318701,5.386792779605404,0.3905109231819692,93.74999426878395,75.59523395602682,84.68039495887315,-6.250005731216054,4.0,85.09614840884632,0.24733333587646483,1,1,1.0,1.0,1.2005458139669922,-0.01677420831495713,3.680118708081779,98.63138686131386,97.13774597495528,98.63138686131386,93.21428571428572,82.9919857524488,93.1433659839715,79.07390917186109,17.09706144256456,85.67615658362989,82.76785714285714,82.83651414892016,AU,,Elsight Limited,Technology
JGH.AX,0.08900000154972076,1.0136546700275506,42.94594743806995,0.965517298964061,2.5600000089406967,100.0,81.39533715160971,108.02469910840009,-0.0,4.0,94.55554521580666,0.002933334559202194,1,1,1.0,1.0,1.4834153664766314,0.0,1.1233104437001458,68.15693430656934,99.82110912343471,87.95620437956204,99.73214285714286,93.36598397150489,97.23953695458593,85.30721282279609,6.723063223508459,85.67615658362989,97.14285714285714,82.11212013655913,AU,,Jade Gas Holdings Limited,Energy
VMM.AX,3.5799999237060547,5.500876610171144,2.630978446024675,5.769231286509757,0.696682512651722,74.31192720752108,74.0540516855421,34.83591441591665,-25.68807279247892,4.0,74.06545590291877,0.12599999109903973,1,1,1.0,1.0,1.276764540628581,-0.07253885466305676,3.458248340222579,98.17518248175182,96.33273703041145,98.8138686131387,97.58928571428571,68.38824577025824,91.45146927871772,61.887800534283166,31.70080142475512,85.67615658362989,90.17857142857143,82.01941188598032,AU,,Viridis Mining and Minerals Limited,Basic Materials
DELL,394.3900146484375,1.6670719982110938,22.73502757500989,1.0906037381569549,1.700780409654986,68.97703608435789,74.5063381098308,49.04445579506835,-31.022963915642112,4.0,76.8299396802709,21.122665405273438,1,1,1.0,1.0,1.372365382043686,-0.15359682830954058,1.463317891999297,81.2956204379562,99.46332737030411,89.32481751824818,99.375,64.38112199465716,91.98575244879787,67.14158504007123,35.707925200356186,85.67615658362989,94.55357142857143,80.89048780225923,US,-3.0,Dell Technologies Inc.,Technology
HPE,49.20000076293945,1.470250630238865,4.916029647404577,0.7146031848104433,1.343457195266856,70.46323843281942,74.63280333405433,64.25651103905108,-29.536761567180573,4.0,85.25286511617803,2.247333780924479,1,1,1.0,1.0,1.5573636137102338,-0.12377561129248194,1.3609013685792326,79.01459854014598,97.76386404293382,84.12408759124088,99.01785714285715,65.44968833481745,92.16384683882458,72.3953695458593,34.6393588601959,85.67615658362989,98.30357142857142,80.85483989090764,US,-5.0,Hewlett Packard Enterprise Company,Technology
SPL.AX,0.7549999952316284,6.273419053256242,4.408606748820247,7.0898878210467675,0.8641975136032884,100.0,97.67442053882051,97.81867374622027,-0.0,4.0,99.18699257907572,0.018999997774759927,1,1,1.0,1.0,0.9672083287197955,0.0,3.860242859569598,98.90510948905109,97.49552772808586,99.27007299270073,98.125,93.36598397150489,100.0,82.90293855743545,6.723063223508459,85.67615658362989,35.44642857142858,79.7910281117345,AU,,Starpharma Holdings Limited,Healthcare
CBE.AX,0.3199999928474426,3.595909493000426,1.381255269735038,3.891304208743888,0.6842105098048072,73.91304122477703,69.56521964478863,79.54544867872019,-26.08695877522297,4.0,91.3043470749257,0.016333329677581786,1,1,1.0,1.0,1.0899095989202048,-0.08571429057997104,2.4669936234191887,95.16423357664233,93.02325581395348,97.17153284671532,97.5,67.8539626001781,86.1086375779163,77.38201246660729,32.235084594835264,85.67615658362989,65.53571428571429,79.76505903461923,AU,,Cobre Limited,Basic Materials
GNP.AX,10.079999923706055,4.072906977856987,1.6243590866079916,1.754800533248559,0.30768356635191507,75.32462063601369,55.62913719067977,63.99100704263944,-24.675379363986305,4.0,66.23371529824806,0.201333491007487,1,1,1.0,1.0,1.412934432966322,-0.018500538032010017,2.7152005360244136,95.8029197080292,93.82826475849731,93.61313868613139,90.80357142857143,69.99109528049866,55.38735529830811,72.30632235084596,30.09795191451469,85.67615658362989,95.98214285714286,78.34889188661695,AU,,GenusPlus Group Ltd,Industrials
SIQ.AX,11.920000076293945,2.05771462006204,1.5929870028779636,0.5609675585596212,0.45365857970211176,100.0,68.82352050201365,244.0722967060811,-0.0,4.0,86.6666158040365,0.12266674041748046,1,1,1.0,1.0,1.0533282878844037,0.0,1.6665898214745458,85.67518248175182,93.64937388193202,81.11313868613139,94.91071428571428,93.36598397150489,84.06055209260909,99.73285841495992,6.723063223508459,85.67615658362989,57.410714285714285,78.23177379074562,AU,,Smartgroup Corporation Ltd,Industrials
WBT.AX,7.550000190734863,1.5815543065042605,0.1503799101519965,1.4,0.5599173456013153,84.15300688834297,64.15584473490085,94.78207936647465,-15.846993111657028,4.0,69.39890026928707,0.2793333689371745,1,1,1.0,1.0,1.3518479512048587,-0.0369897903327594,1.418818533185987,80.01824817518248,76.38640429338103,91.78832116788321,96.51785714285714,76.66963490650045,75.24487978628673,82.19056099732859,23.419412288512913,85.67615658362989,93.48214285714286,78.13936181987053,AU,,Weebit Nano Limited,Technology
PEB.NZ,0.30000001192092896,1.081662592491821,0.03651612815116184,0.8333333074632621,0.5151515835682337,100.0,62.49999689559232,202.45106881946964,-0.0,4.0,75.61904944854251,0.014333336551984151,1,1,1.0,1.0,2.0144007282371588,0.0,1.1586985474186131,70.07299270072993,68.78354203935599,86.3138686131387,96.16071428571429,93.36598397150489,71.68299198575245,98.93143365983971,6.723063223508459,85.67615658362989,99.55357142857143,77.72643184917459,NZ,,Pacific Edge Limited,Healthcare
JBHT,284.95001220703125,1.99425904764513,0.5819884454584552,0.7544095912804609,0.3378342161611543,100.0,72.71275269497619,115.42365517562118,-0.0,4.0,100.0,3.840667724609375,1,1,1.0,1.0,1.062391701678179,0.0,1.6335705452367795,85.3102189781022,86.8515205724508,85.12773722627736,92.05357142857142,93.36598397150489,90.20480854853072,87.17720391807659,6.723063223508459,85.67615658362989,59.464285714285715,77.1954550164938,US,-10.0,"J.B. Hunt Transport Services, Inc.",Industrials
SKS.AX,8.600000381469727,6.351105814924763,13.070156318811456,3.771159405803102,0.9589978685704237,53.65857700731742,62.460583814570676,8.668785755315175,-46.34142299268258,4.0,63.61790337592013,0.24399986267089843,1,1,1.0,1.0,1.1018136023613254,-0.0811965067397572,3.9006673730653874,99.08759124087592,98.92665474060823,96.98905109489051,98.30357142857142,51.20213713268033,71.50489759572574,52.71593944790739,48.88691006233304,85.67615658362989,68.03571428571429,77.13286236129368,AU,,SKS Technologies Group Limited,Industrials
HCH.AX,2.0,2.9506225010617912,0.022634738012841164,2.1504424405327622,0.24999998137354873,82.60870917307871,70.50360020726984,69.0246592104124,-17.3912908269213,4.0,93.47826593990449,0.04933331807454427,1,1,1.0,1.0,1.160662314020133,-0.03846150319251662,2.1312168172551793,92.51824817518248,66.7262969588551,94.61678832116789,88.66071428571428,75.5120213713268,87.08815672306322,73.90917186108638,24.577025823686554,85.67615658362989,77.94642857142857,76.72310086751412,AU,,Hot Chili Limited,Basic Materials
MU,864.010009765625,7.495866470261388,7.068008268469488,5.098201264536321,1.3342505644578506,45.84328977417619,60.11703999816369,-11.707375838599203,-54.15671022582381,4.0,74.94913225429873,49.335986328125,1,1,1.0,1.0,1.1283557767783376,-0.19967204280223616,4.0,99.58941605839416,98.47942754919498,98.35766423357664,98.92857142857143,45.057880676758685,67.05253784505788,45.68121104185218,55.03116651825467,85.67615658362989,72.41071428571428,76.62647462210047,US,-11.0,"Micron Technology, Inc.",Technology
PCT.SI,2.240000009536743,2.1181694255623333,3.0729393173040087,1.3532405408320733,0.916485791697923,54.94504976266874,66.19718357155043,25.885597860785293,-45.05495023733126,4.0,67.03295791580611,0.10333334604899089,1,1,1.0,1.0,1.1022629581497139,-0.15471700795310372,1.6980476406491887,86.4963503649635,96.86940966010734,91.51459854014598,98.21428571428571,52.18165627782725,80.32056990204809,58.5040071237756,47.90739091718611,85.67615658362989,68.125,76.58094250839694,SG,,PC Partner Group Limited,Technology
GNG.AX,5.809999942779541,1.417568966440983,0.32026311643117883,0.6282442471929155,0.40677960818072423,77.95273905405269,70.94972111685388,41.85124605191909,-22.047260945947315,4.0,87.1391009103835,0.12599999109903973,1,1,1.0,1.0,1.279838428592751,-0.04597704479356479,1.333488324407499,77.55474452554745,81.66368515205724,82.57299270072993,93.66071428571429,71.41585040071237,88.15672306322351,64.47016918967053,28.67319679430098,85.67615658362989,90.53571428571429,76.43799469813005,AU,,GR Engineering Services Limited,Basic Materials
HST,24.6200008392334,2.0029188882468234,0.6271780997407109,0.48847164706047264,0.29394046958275744,100.0,86.32286516080308,146.64115293589603,-0.0,4.0,100.0,0.3080003102620443,1,1,1.0,1.0,0.9996369894000905,0.0,1.6380767163752836,85.40145985401459,87.47763864042933,78.1021897810219,90.53571428571429,93.36598397150489,99.19857524487978,93.32146037399822,6.723063223508459,85.67615658362989,43.392857142857146,76.31950991015584,US,-15.0,"Host Hotels & Resorts, Inc.",Real Estate
EOS.AX,10.970000267028809,2.731946783072345,0.4311308205274224,2.9733331468370228,0.10696270796548069,70.34483106373482,65.24823059600855,52.17747550127716,-29.655168936265184,4.0,76.16857978833256,0.47000001271565756,1,1,1.0,1.0,1.1473052124554057,-0.10522022330913783,2.017428324554399,91.33211678832117,84.52593917710198,96.07664233576642,75.71428571428571,65.18254674977739,77.82724844167409,68.12110418521816,34.90650044523598,85.67615658362989,75.89285714285714,75.52553975638679,AU,,Electro Optic Systems Holdings Limited,Industrials
NUE,254.38999938964844,3.154782894257939,1.2278849684884487,0.9380052700607757,0.5126378553258422,80.5425430435167,74.79616691503568,61.736553980505924,-19.45745695648329,4.0,92.85170660334131,4.0679982503255205,1,1,1.0,1.0,0.9616249305903545,-0.03008235254830738,2.237452222011502,93.61313868613139,92.03935599284436,87.68248175182481,95.98214285714286,73.6420302760463,92.34194122885128,71.86108637577917,26.447016918967055,85.67615658362989,34.375,75.36603506712171,US,-14.0,Nucor Corporation,Basic Materials
CCL.AX,4.949999809265137,1.5891739288997593,0.6407378621404373,0.6136974338799359,0.18421052931778625,100.0,77.46479629974137,129.62943059712885,-0.0,4.0,100.0,0.04733330408732096,1,1,1.0,1.0,1.0127822666961588,0.0,1.4227834240083634,80.1094890510949,87.74597495527729,82.2080291970803,83.48214285714286,93.36598397150489,94.65716829919857,90.29385574354409,6.723063223508459,85.67615658362989,46.964285714285715,75.1226149596267,AU,,CUSCAL LTD FPO [CCL],Technology
