symbol,price,ram_raw,ram_score,exp_slope,ret_12_1,ret_3m,stoch_k,stoch_d,rsi,cci,wpr,atr,ma_score,above_ma25,above_ma50,above_ma100,above_ma200,market,momentum_score,name
XWA.SI,4.099999904632568,2.0434852520528013,1.9795098228373365,162.92539330494515,2.9200000762939453,3.0999999046325684,,,,,,0.0,4.0,1,1,1.0,1.0,SG,95.0178621800911,AEM Holdings Ltd.
SNDK,1831.5,36.17495109446233,4.0,26.169313096633545,35.39544431943786,2.0572897664075156,100.0,96.4933115683753,71.84021923890796,136.30472233544722,-0.0,58.968017578125,4.0,1,1,1.0,1.0,US,85.83943140755923,Sandisk Corporation
EVZ.AX,0.7350000143051147,3.887871972674649,3.1880120062387935,12.394066762874994,2.4763436933848038,1.6687499411603728,100.0,100.0,85.45453954334178,118.7165872671177,-0.0,0.019000001748402915,4.0,1,1,1.0,1.0,AU,85.41312045106878,EVZ Limited
SPL.AX,0.7549999952316284,6.273419053256242,4.0,4.408606748820247,7.0898878210467675,0.8641975136032884,100.0,99.18699257907572,97.67442053882051,97.81867374622027,-0.0,0.018999997774759927,4.0,1,1,1.0,1.0,AU,85.40029081226051,Starpharma Holdings Limited
WDC,575.5,12.45035745698624,4.0,7.613081022614847,7.89827453883208,1.2217503868744841,86.54472873974382,95.51490957991462,72.1831211726604,103.33827353761052,-13.455271260256188,13.304665120442708,4.0,1,1,1.0,1.0,US,84.89860845586995,Western Digital Corporation
CXU.AX,0.05700000002980232,4.863849745936218,3.8275043950910788,4.441281876684574,7.5714281152705905,0.965517298964061,100.0,84.61538241107088,60.869566977925466,188.68314681547102,-0.0,0.00360000009338061,4.0,1,1,1.0,1.0,AU,84.2965550829551,Cauldron Energy Limited
STX,925.989990234375,8.350919671278396,4.0,10.012474933267212,5.240644343723526,1.5251954970840633,92.91019084449225,97.63673028149742,70.52727224623565,87.80374792975941,-7.08980915550775,20.525333658854166,4.0,1,1,1.0,1.0,US,84.22333717418283,Seagate Technology Holdings plc
AMAT,501.70001220703125,3.6120944632215712,3.0073136100831905,1.2391477614058581,1.6630529849087257,0.44958220600730314,100.0,100.0,71.69275056728084,153.91662172354665,-0.0,9.74190673828125,4.0,1,1,1.0,1.0,US,83.86054040870539,"Applied Materials, Inc."
KLV.AX,0.07599999755620956,3.441637907591582,2.8956249293142893,16.659233510117435,4.7777781457077,1.8148146512904164,94.99998975545145,98.33332991848381,64.51612089166616,109.4748484508739,-5.00001024454855,0.002266666789849599,4.0,1,1,1.0,1.0,AU,83.8155234591123,KLEVO FPO [KLV]
ELS.AX,7.619999885559082,5.9272612193756595,4.0,3.373245738318701,5.386792779605404,0.3905109231819692,93.74999426878395,85.09614840884632,75.59523395602682,84.68039495887315,-6.250005731216054,0.24733333587646483,4.0,1,1,1.0,1.0,AU,83.81313729313293,Elsight Limited
TEA.AX,8.229999542236328,2.181728184779184,2.070091089863227,5.327667999646114,1.0421344708776377,0.9693739707162827,100.0,99.2559636581929,86.14864951942532,121.13864061906332,-0.0,0.20133326848347982,4.0,1,1,1.0,1.0,AU,83.78945520896943,Tasmea Limited
HPE,55.150001525878906,1.5532859736016635,1.658315307779082,3.959059037110664,0.7410939468797391,1.575666531860802,95.75010671586053,98.58336890528683,88.69885339080707,168.51595767993328,-4.249893284139469,2.1120005289713544,4.0,1,1,1.0,1.0,US,83.30934159512668,Hewlett Packard Enterprise Company
MU,996.0,8.227279451148917,4.0,6.399992200553383,5.4715311637740625,1.5095540039727582,79.00410698871993,93.00136899623999,68.0898002547206,63.14481561214792,-20.995893011280074,42.377986653645834,4.0,1,1,1.0,1.0,US,83.15304442818329,"Micron Technology, Inc."
TGUD.SI,2.6600000858306885,,,2.628757953884555,,0.5907797970655368,97.72727519027426,97.15909173009142,84.74577504031902,229.3300709739064,-2.2727248097257426,0.04199999173482259,4.0,1,1,1.0,1.0,SG,82.9897905176795,t Gulf Dev TH SDR 1to1
KLAC,2131.10009765625,2.9145691083581093,2.5502723047509983,1.2979613059323218,1.3343426246254824,0.4928500338324586,100.0,100.0,66.7104755525219,143.31762461141662,-0.0,50.86680501302083,4.0,1,1,1.0,1.0,US,82.87319548977645,KLA Corporation
CBE.AX,0.3199999928474426,3.595909493000426,2.9967086910432466,1.381255269735038,3.891304208743888,0.6842105098048072,73.91304122477703,91.3043470749257,69.56521964478863,79.54544867872019,-26.08695877522297,0.016333329677581786,4.0,1,1,1.0,1.0,AU,82.83027605809322,Cobre Limited
NUE,262.2799987792969,3.218560971142386,2.749457663116196,1.1533629431633703,0.9511913671286971,0.529195423404967,100.0,99.33752558883576,77.69622329710626,112.26952349981767,-0.0,3.5759989420572915,4.0,1,1,1.0,1.0,US,82.76925043618121,Nucor Corporation
AMD,523.2000122070312,3.931433011777537,3.2165546162448595,11.697077567356283,2.55363474566991,1.623213939395562,84.96146761792866,94.98715587264287,67.00915470338529,70.07931546205504,-15.038532382071336,14.6840087890625,4.0,1,1,1.0,1.0,US,82.68755686578574,"Advanced Micro Devices, Inc."
TER,406.8599853515625,5.659508185018596,4.0,0.9671081499917414,3.671148083718366,0.3319381205688816,96.83345868268663,98.94448622756222,64.01099744067761,112.80146893229409,-3.1665413173133765,12.456357828776042,4.0,1,1,1.0,1.0,US,82.56580273174866,"Teradyne, Inc."
LRCX,336.4100036621094,5.067481735749881,3.960930699644619,1.078859170316122,2.531289270187046,0.5670300686574454,89.62037652962175,96.54012550987392,66.21693418262632,96.07845975888281,-10.379623470378244,7.905995686848958,4.0,1,1,1.0,1.0,US,82.5400452853319,Lam Research Corporation
VMM.AX,3.5799999237060547,5.500876610171144,4.0,2.630978446024675,5.769231286509757,0.696682512651722,74.31192720752108,74.06545590291877,74.0540516855421,34.83591441591665,-25.68807279247892,0.12599999109903973,4.0,1,1,1.0,1.0,AU,82.35102656855753,Viridis Mining and Minerals Limited
